Fecha,Producto,Categoría,Vendedor,Región,Canal de Venta,Método de Pago,Cliente,Cantidad,Precio Unitario (USD),Descuento (%),Total (USD)
2024-12-16,Cámara DSLR,Video,Laura Pérez,Centro,Online,Transferencia bancaria,Cliente_00187,6,758.38,2.74,4425.6
2024-10-29,Cámara DSLR,Audio,Jorge Herrera,Oeste,Marketplace,Tarjeta de débito,Cliente_00958,9,864.76,14.55,6650.44
2024-11-12,Smartwatch S3,Audio,Sofía Díaz,Oeste,Marketplace,Tarjeta de débito,Cliente_00848,8,149.17,10.79,1064.6
2024-02-15,Tablet T8,Audio,María Fernández,Norte,Marketplace,Tarjeta de débito,Cliente_00002,4,1165.92,13.44,4036.88
2024-01-09,Smartphone X1,Computación,María Fernández,Oeste,Marketplace,Transferencia bancaria,Cliente_00181,8,344.09,0.84,2729.6
2024-09-07,Cámara DSLR,Video,Luis Martínez,Centro,Tienda física,Tarjeta de débito,Cliente_00454,8,419.34,0.99,3321.51
2024-07-01,Cámara DSLR,Audio,María Fernández,Centro,Marketplace,Transferencia bancaria,Cliente_00523,9,578.64,7.13,4836.45
2024-08-19,Auriculares BT,Audio,Ana Rodríguez,Oeste,Tienda física,PayPal,Cliente_00761,10,1184.29,19.89,9487.35
2024-09-22,Tablet T8,Computación,Jorge Herrera,Oeste,Online,Transferencia bancaria,Cliente_00276,1,747.16,10.69,667.29
2024-05-01,Smartwatch S3,Audio,Andrés Ruiz,Norte,Marketplace,Tarjeta de débito,Cliente_00928,7,906.34,7.55,5865.38
2024-12-08,Smartwatch S3,Accesorios,Andrés Ruiz,Norte,Tienda física,Transferencia bancaria,Cliente_00125,5,1233.52,0.82,6117.03
2024-06-19,Smartphone X1,Wearables,Miguel Sánchez,Oeste,Tienda física,Tarjeta de crédito,Cliente_00903,1,628.24,3.84,604.12
2024-07-16,Ratón ergonómico,Computación,Camila López,Oeste,Marketplace,PayPal,Cliente_00784,6,43.54,4.85,248.57
2024-05-31,Smartphone X1,Wearables,Andrés Ruiz,Sur,Tienda física,Tarjeta de débito,Cliente_00486,1,1262.66,10.55,1129.45
2024-02-27,Laptop Pro 15,Computación,Sofía Díaz,Oeste,Tienda física,PayPal,Cliente_00413,4,873.19,11.46,3092.49
2024-09-14,Cámara DSLR,Accesorios,Luis Martínez,Norte,Tienda física,PayPal,Cliente_00164,4,36.78,6.75,137.19
2024-08-28,Impresora láser,Wearables,Ana Rodríguez,Este,Online,Transferencia bancaria,Cliente_00733,1,779.6,11.92,686.67
2024-05-26,Auriculares BT,Wearables,Laura Pérez,Sur,Marketplace,Tarjeta de débito,Cliente_00588,9,723.63,14.68,5556.61
2024-11-09,Impresora láser,Wearables,Luis Martínez,Centro,Marketplace,Transferencia bancaria,Cliente_00208,7,133.03,14.66,794.69
2024-09-20,Tablet T8,Electrónica,Camila López,Oeste,Online,Transferencia bancaria,Cliente_00493,8,103.21,14.04,709.75
2024-01-07,Impresora láser,Video,Sofía Díaz,Centro,Online,Tarjeta de crédito,Cliente_00989,8,370.74,15.97,2492.26
2024-09-06,Auriculares BT,Accesorios,Carlos Gómez,Sur,Marketplace,Tarjeta de débito,Cliente_00512,8,1126.17,0.92,8926.47
2024-11-12,Auriculares BT,Electrónica,Ana Rodríguez,Norte,Tienda física,Tarjeta de débito,Cliente_00465,10,958.35,12.97,8340.52
2024-12-06,Ratón ergonómico,Audio,Andrés Ruiz,Sur,Marketplace,Transferencia bancaria,Cliente_00397,5,718.44,4.37,3435.22
2024-10-22,Laptop Pro 15,Electrónica,Jorge Herrera,Norte,Tienda física,Tarjeta de débito,Cliente_00291,5,163.11,11.71,720.05
2024-01-24,Ratón ergonómico,Wearables,Miguel Sánchez,Oeste,Tienda física,PayPal,Cliente_00001,8,1422.52,14.65,9712.97
2024-06-01,Smartwatch S3,Computación,Ana Rodríguez,Este,Online,Transferencia bancaria,Cliente_00454,5,1408.55,19.9,5641.24
2024-02-03,Ratón ergonómico,Accesorios,Andrés Ruiz,Norte,Marketplace,PayPal,Cliente_00944,10,917.69,16.13,7696.67
2024-12-17,Teclado mecánico,Computación,Jorge Herrera,Centro,Tienda física,Tarjeta de crédito,Cliente_00471,8,677.08,16.61,4516.94
2024-08-22,Ratón ergonómico,Video,Carlos Gómez,Centro,Marketplace,Tarjeta de débito,Cliente_00655,4,80.26,13.02,279.24
2024-11-05,"Monitor 24""",Computación,Ana Rodríguez,Norte,Online,Transferencia bancaria,Cliente_00594,6,705.85,17.05,3513.02
2024-08-20,Teclado mecánico,Wearables,Andrés Ruiz,Norte,Tienda física,Tarjeta de crédito,Cliente_00597,9,1215.27,14.98,9299.0
2024-11-23,Tablet T8,Accesorios,Ana Rodríguez,Oeste,Tienda física,Tarjeta de crédito,Cliente_00421,8,1031.39,15.38,6982.1
2024-03-13,Teclado mecánico,Video,Camila López,Este,Marketplace,Tarjeta de crédito,Cliente_00758,3,338.38,15.89,853.83
2024-10-14,"Monitor 24""",Accesorios,Carlos Gómez,Sur,Tienda física,Transferencia bancaria,Cliente_00537,5,1236.77,4.43,5909.91
2024-05-14,Smartphone X1,Audio,Andrés Ruiz,Norte,Marketplace,Tarjeta de crédito,Cliente_00144,8,1296.91,0.68,10304.73
2024-10-04,Smartphone X1,Computación,Jorge Herrera,Centro,Online,PayPal,Cliente_00063,8,1089.49,0.89,8638.35
2024-11-05,Cámara DSLR,Wearables,Camila López,Centro,Marketplace,PayPal,Cliente_00781,8,532.55,16.9,3540.39
2024-01-15,Laptop Pro 15,Electrónica,María Fernández,Centro,Tienda física,PayPal,Cliente_00232,5,899.66,17.48,3712.0
2024-03-04,Impresora láser,Electrónica,Luis Martínez,Centro,Online,Tarjeta de crédito,Cliente_00525,2,474.76,17.01,788.01
2024-09-06,Cámara DSLR,Electrónica,Luis Martínez,Este,Marketplace,Transferencia bancaria,Cliente_00292,1,1427.62,13.46,1235.46
2024-01-04,"Monitor 24""",Computación,Andrés Ruiz,Este,Online,Tarjeta de crédito,Cliente_00693,7,414.62,17.86,2383.98
2024-09-05,"Monitor 24""",Accesorios,Sofía Díaz,Sur,Tienda física,Tarjeta de débito,Cliente_00978,6,90.44,12.62,474.16
2024-04-05,"Monitor 24""",Audio,Laura Pérez,Oeste,Marketplace,Transferencia bancaria,Cliente_00173,2,663.24,0.07,1325.55
2024-08-01,Impresora láser,Wearables,Sofía Díaz,Este,Online,Transferencia bancaria,Cliente_00897,7,199.91,16.85,1163.58
2024-06-01,Tablet T8,Audio,Luis Martínez,Este,Tienda física,Tarjeta de débito,Cliente_00830,7,1132.3,1.17,7833.36
2024-02-03,Laptop Pro 15,Electrónica,Andrés Ruiz,Norte,Online,PayPal,Cliente_00793,4,128.66,10.61,460.04
2024-02-17,Laptop Pro 15,Computación,Ana Rodríguez,Norte,Tienda física,PayPal,Cliente_00575,1,343.57,19.65,276.06
2024-08-02,Auriculares BT,Electrónica,Ana Rodríguez,Oeste,Tienda física,Tarjeta de crédito,Cliente_00573,10,1401.36,4.74,13349.36
2024-07-18,Impresora láser,Video,Camila López,Este,Marketplace,Transferencia bancaria,Cliente_00668,9,1479.38,1.24,13149.32
2024-10-31,Smartwatch S3,Electrónica,Camila López,Norte,Tienda física,Tarjeta de débito,Cliente_00469,4,652.25,3.58,2515.6
2024-01-15,Smartphone X1,Video,Ana Rodríguez,Centro,Tienda física,Tarjeta de crédito,Cliente_00081,8,393.57,8.34,2885.97
2024-02-17,Tablet T8,Audio,Jorge Herrera,Oeste,Online,Transferencia bancaria,Cliente_00123,3,776.51,3.84,2240.08
2024-07-14,Impresora láser,Wearables,Jorge Herrera,Sur,Marketplace,Tarjeta de crédito,Cliente_00465,5,1256.29,11.91,5533.33
2024-05-22,Tablet T8,Computación,Sofía Díaz,Norte,Online,Transferencia bancaria,Cliente_00743,6,970.38,13.69,5025.21
2024-12-17,"Monitor 24""",Computación,Laura Pérez,Sur,Marketplace,Transferencia bancaria,Cliente_00467,4,1153.25,13.82,3975.48
2024-06-30,Impresora láser,Audio,Carlos Gómez,Sur,Tienda física,Tarjeta de crédito,Cliente_00873,3,1367.94,6.04,3855.95
2024-05-27,Teclado mecánico,Accesorios,Miguel Sánchez,Sur,Online,Transferencia bancaria,Cliente_00097,5,1017.17,10.63,4545.22
2024-08-02,Ratón ergonómico,Video,Miguel Sánchez,Centro,Online,Transferencia bancaria,Cliente_00599,10,1385.8,13.86,11937.28
2024-08-29,Impresora láser,Audio,Jorge Herrera,Norte,Marketplace,PayPal,Cliente_00730,7,1298.23,5.77,8563.25
2024-12-24,Auriculares BT,Video,Laura Pérez,Norte,Tienda física,Tarjeta de crédito,Cliente_00911,3,1142.06,4.1,3285.71
2024-06-21,Laptop Pro 15,Electrónica,Carlos Gómez,Oeste,Tienda física,Tarjeta de crédito,Cliente_00793,6,680.78,11.73,3605.55
2024-11-09,Impresora láser,Wearables,María Fernández,Sur,Online,Transferencia bancaria,Cliente_00816,1,325.62,18.83,264.31
2024-04-18,Tablet T8,Electrónica,Ana Rodríguez,Norte,Online,Tarjeta de crédito,Cliente_00495,5,283.82,2.98,1376.81
2024-01-25,"Monitor 24""",Accesorios,María Fernández,Este,Tienda física,Tarjeta de débito,Cliente_00983,8,89.94,7.66,664.4
2024-09-08,Laptop Pro 15,Wearables,Ana Rodríguez,Sur,Marketplace,Tarjeta de débito,Cliente_00403,5,1011.47,9.0,4602.19
2024-11-08,Auriculares BT,Video,Laura Pérez,Sur,Marketplace,Tarjeta de crédito,Cliente_00340,1,774.15,16.08,649.67
2024-01-01,"Monitor 24""",Computación,Jorge Herrera,Centro,Marketplace,Transferencia bancaria,Cliente_00580,1,1358.3,11.04,1208.34
2024-11-29,"Monitor 24""",Accesorios,Carlos Gómez,Norte,Tienda física,Tarjeta de débito,Cliente_00979,9,770.61,19.15,5607.34
2024-06-30,Tablet T8,Wearables,Laura Pérez,Este,Tienda física,Tarjeta de crédito,Cliente_00895,9,1465.42,19.26,10648.62
2024-08-10,Cámara DSLR,Video,Luis Martínez,Norte,Tienda física,Transferencia bancaria,Cliente_00765,1,1140.31,16.93,947.26
2024-02-10,Auriculares BT,Electrónica,Camila López,Oeste,Online,Tarjeta de débito,Cliente_00030,1,803.94,15.95,675.71
2024-01-31,Smartwatch S3,Audio,Sofía Díaz,Sur,Online,PayPal,Cliente_00155,6,222.01,12.46,1166.09
2024-05-20,Ratón ergonómico,Electrónica,Jorge Herrera,Centro,Online,Tarjeta de débito,Cliente_00718,1,546.7,8.19,501.93
2024-08-07,Cámara DSLR,Electrónica,Sofía Díaz,Sur,Tienda física,PayPal,Cliente_00574,10,97.95,17.75,805.64
2024-01-29,Laptop Pro 15,Video,Ana Rodríguez,Norte,Online,Tarjeta de crédito,Cliente_00707,3,1113.05,0.2,3332.47
2024-09-06,Smartwatch S3,Video,Jorge Herrera,Norte,Marketplace,Tarjeta de débito,Cliente_00247,3,633.03,5.81,1788.75
2024-07-14,Tablet T8,Video,Camila López,Centro,Online,PayPal,Cliente_00995,6,177.41,11.42,942.9
2024-07-08,Smartwatch S3,Accesorios,Miguel Sánchez,Oeste,Online,Transferencia bancaria,Cliente_00737,7,583.53,0.87,4049.17
2024-11-23,Ratón ergonómico,Video,Camila López,Sur,Tienda física,Transferencia bancaria,Cliente_00132,10,501.43,4.55,4786.15
2024-09-14,Impresora láser,Audio,Ana Rodríguez,Este,Online,Tarjeta de débito,Cliente_00137,4,402.53,12.96,1401.45
2024-07-23,Teclado mecánico,Wearables,Luis Martínez,Oeste,Online,Transferencia bancaria,Cliente_00277,3,210.69,18.04,518.04
2024-03-30,Laptop Pro 15,Audio,Laura Pérez,Sur,Tienda física,Transferencia bancaria,Cliente_00511,7,839.5,0.88,5824.79
2024-09-07,Teclado mecánico,Video,Sofía Díaz,Oeste,Tienda física,Tarjeta de débito,Cliente_00676,10,323.02,3.57,3114.88
2024-09-15,Smartwatch S3,Computación,Luis Martínez,Sur,Online,Transferencia bancaria,Cliente_00906,7,876.11,8.6,5605.35
2024-04-26,Tablet T8,Wearables,Luis Martínez,Este,Online,Tarjeta de crédito,Cliente_00403,6,1382.02,17.73,6821.93
2024-06-15,Tablet T8,Audio,Miguel Sánchez,Oeste,Marketplace,PayPal,Cliente_00434,2,292.56,3.69,563.53
2024-11-23,Teclado mecánico,Accesorios,María Fernández,Sur,Marketplace,PayPal,Cliente_00715,9,583.71,7.43,4863.06
2024-07-02,"Monitor 24""",Wearables,Carlos Gómez,Sur,Marketplace,Tarjeta de crédito,Cliente_00037,7,155.88,17.19,903.59
2024-02-07,Smartphone X1,Video,Ana Rodríguez,Norte,Marketplace,Transferencia bancaria,Cliente_00422,3,69.88,6.75,195.49
2024-01-04,Smartwatch S3,Accesorios,Carlos Gómez,Centro,Tienda física,Tarjeta de débito,Cliente_00733,2,387.57,8.69,707.78
2024-07-05,Smartphone X1,Video,Sofía Díaz,Este,Online,Transferencia bancaria,Cliente_00776,8,826.46,7.59,6109.85
2024-04-21,Tablet T8,Computación,Carlos Gómez,Este,Marketplace,Transferencia bancaria,Cliente_00076,9,384.51,11.52,3061.93
2024-08-19,Impresora láser,Audio,Andrés Ruiz,Sur,Marketplace,Tarjeta de crédito,Cliente_00590,3,971.51,17.58,2402.16
2024-06-23,Auriculares BT,Video,Carlos Gómez,Sur,Online,PayPal,Cliente_00606,3,444.32,9.07,1212.06
2024-03-13,Tablet T8,Wearables,Ana Rodríguez,Este,Marketplace,Transferencia bancaria,Cliente_00383,10,393.37,14.36,3368.82
2024-06-18,Cámara DSLR,Wearables,Ana Rodríguez,Este,Tienda física,Transferencia bancaria,Cliente_00628,8,342.54,10.3,2458.07
2024-02-03,"Monitor 24""",Wearables,Jorge Herrera,Este,Online,Transferencia bancaria,Cliente_00605,5,1193.22,0.12,5958.94
2024-04-18,Tablet T8,Computación,Camila López,Centro,Tienda física,Transferencia bancaria,Cliente_00723,2,1223.81,17.86,2010.48
2024-03-11,Impresora láser,Accesorios,Jorge Herrera,Oeste,Tienda física,Tarjeta de crédito,Cliente_00525,3,1187.24,7.3,3301.71
2024-07-11,Smartwatch S3,Accesorios,Luis Martínez,Centro,Marketplace,PayPal,Cliente_00519,8,462.62,15.18,3139.15
2024-01-03,Laptop Pro 15,Video,Miguel Sánchez,Sur,Marketplace,Tarjeta de crédito,Cliente_00486,3,936.44,11.6,2483.44
2024-07-28,Ratón ergonómico,Accesorios,Jorge Herrera,Norte,Online,PayPal,Cliente_00982,8,1249.21,11.15,8879.38
2024-03-06,Smartphone X1,Audio,María Fernández,Oeste,Marketplace,Tarjeta de débito,Cliente_00643,6,1442.94,2.68,8425.62
2024-02-13,Tablet T8,Electrónica,Jorge Herrera,Este,Online,Tarjeta de crédito,Cliente_00967,7,246.26,8.73,1573.33
2024-03-06,Smartphone X1,Electrónica,Camila López,Este,Tienda física,PayPal,Cliente_00160,6,358.38,17.2,1780.43
2024-04-27,Cámara DSLR,Electrónica,Laura Pérez,Sur,Online,Transferencia bancaria,Cliente_00357,5,1223.97,8.38,5607.01
2024-02-09,Ratón ergonómico,Computación,Luis Martínez,Norte,Tienda física,Tarjeta de débito,Cliente_00447,1,1152.65,7.55,1065.62
2024-09-17,Laptop Pro 15,Wearables,Ana Rodríguez,Este,Tienda física,Transferencia bancaria,Cliente_00764,7,539.86,8.57,3455.16
2024-05-12,Teclado mecánico,Electrónica,Miguel Sánchez,Centro,Tienda física,Tarjeta de crédito,Cliente_00974,5,345.49,13.86,1488.03
2024-08-09,"Monitor 24""",Computación,Ana Rodríguez,Este,Marketplace,Tarjeta de crédito,Cliente_00836,1,321.42,9.89,289.63
2024-06-03,Teclado mecánico,Accesorios,Jorge Herrera,Sur,Online,Tarjeta de crédito,Cliente_00021,3,123.62,8.0,341.19
2024-09-02,Teclado mecánico,Video,Andrés Ruiz,Norte,Tienda física,Tarjeta de crédito,Cliente_00051,6,754.54,1.24,4471.1
2024-09-03,"Monitor 24""",Video,Laura Pérez,Este,Tienda física,PayPal,Cliente_00480,3,161.71,7.59,448.31
2024-08-09,Laptop Pro 15,Video,Laura Pérez,Centro,Online,PayPal,Cliente_00437,4,408.27,13.23,1417.02
2024-03-08,"Monitor 24""",Electrónica,Carlos Gómez,Este,Online,PayPal,Cliente_00875,10,931.49,0.14,9301.86
2024-09-02,Auriculares BT,Electrónica,María Fernández,Centro,Marketplace,Transferencia bancaria,Cliente_00838,3,1050.88,4.43,3012.98
2024-02-03,Tablet T8,Video,Andrés Ruiz,Este,Online,Tarjeta de débito,Cliente_00473,9,1495.02,5.63,12697.65
2024-01-25,Impresora láser,Electrónica,Laura Pérez,Este,Marketplace,Tarjeta de débito,Cliente_00472,9,192.63,0.5,1725.0
2024-01-31,Smartphone X1,Electrónica,María Fernández,Este,Tienda física,Transferencia bancaria,Cliente_00716,9,276.07,1.19,2455.06
2024-08-09,Smartphone X1,Video,Carlos Gómez,Centro,Tienda física,PayPal,Cliente_00180,6,303.95,2.96,1769.72
2024-04-03,Tablet T8,Video,Camila López,Sur,Tienda física,PayPal,Cliente_00434,3,1372.3,12.3,3610.52
2024-06-16,Laptop Pro 15,Wearables,Andrés Ruiz,Centro,Tienda física,Tarjeta de crédito,Cliente_00052,8,1073.59,0.71,8527.74
2024-05-05,"Monitor 24""",Video,Laura Pérez,Oeste,Marketplace,Tarjeta de crédito,Cliente_00455,5,678.98,4.03,3258.09
2024-12-20,"Monitor 24""",Accesorios,Miguel Sánchez,Norte,Tienda física,PayPal,Cliente_00080,5,1470.91,14.94,6255.78
2024-11-28,Ratón ergonómico,Computación,Ana Rodríguez,Sur,Tienda física,PayPal,Cliente_00914,5,542.05,1.04,2682.06
2024-09-08,Cámara DSLR,Wearables,Camila López,Oeste,Tienda física,Tarjeta de crédito,Cliente_00566,3,1116.07,10.38,3000.67
2024-12-13,Smartwatch S3,Accesorios,Andrés Ruiz,Oeste,Online,Transferencia bancaria,Cliente_00465,2,1299.3,15.53,2195.04
2024-11-06,Teclado mecánico,Accesorios,Luis Martínez,Este,Online,Tarjeta de crédito,Cliente_00079,4,1214.71,1.86,4768.47
2024-09-23,Smartwatch S3,Audio,Sofía Díaz,Centro,Online,Transferencia bancaria,Cliente_00355,4,1138.18,8.04,4186.68
2024-08-09,Laptop Pro 15,Audio,Camila López,Centro,Tienda física,Tarjeta de débito,Cliente_00707,10,127.83,13.67,1103.56
2024-08-08,Cámara DSLR,Accesorios,Jorge Herrera,Centro,Online,Transferencia bancaria,Cliente_00033,5,1223.57,2.84,5944.1
2024-08-29,Smartwatch S3,Audio,Sofía Díaz,Oeste,Online,Tarjeta de crédito,Cliente_00985,9,591.77,0.05,5323.27
2024-12-29,Laptop Pro 15,Electrónica,Ana Rodríguez,Norte,Online,Tarjeta de crédito,Cliente_00657,9,340.84,3.63,2956.21
2024-01-21,Cámara DSLR,Electrónica,Jorge Herrera,Sur,Marketplace,Tarjeta de débito,Cliente_00331,8,117.43,6.37,879.6
2024-09-10,Laptop Pro 15,Wearables,Ana Rodríguez,Este,Tienda física,Tarjeta de crédito,Cliente_00929,1,209.46,17.8,172.18
2024-11-07,Tablet T8,Wearables,Sofía Díaz,Este,Online,Transferencia bancaria,Cliente_00394,10,232.25,3.08,2250.97
2024-03-14,Impresora láser,Computación,Sofía Díaz,Sur,Tienda física,Tarjeta de débito,Cliente_00563,5,1248.79,15.96,5247.42
2024-09-30,Impresora láser,Accesorios,María Fernández,Centro,Marketplace,Tarjeta de crédito,Cliente_00184,7,1351.28,2.11,9259.38
2024-01-20,Ratón ergonómico,Electrónica,Miguel Sánchez,Este,Marketplace,Transferencia bancaria,Cliente_00716,2,1182.18,13.97,2034.06
2024-01-14,Laptop Pro 15,Accesorios,Andrés Ruiz,Norte,Tienda física,Tarjeta de débito,Cliente_00859,5,1173.38,15.69,4946.38
2024-11-14,"Monitor 24""",Electrónica,Camila López,Sur,Tienda física,Tarjeta de crédito,Cliente_00877,9,1456.96,8.24,12032.16
2024-09-13,Ratón ergonómico,Electrónica,Sofía Díaz,Sur,Tienda física,Tarjeta de débito,Cliente_00668,8,1008.78,19.96,6459.42
2024-06-10,Impresora láser,Video,Jorge Herrera,Oeste,Marketplace,Transferencia bancaria,Cliente_00757,5,51.07,7.43,236.38
2024-08-19,Teclado mecánico,Computación,Camila López,Sur,Online,PayPal,Cliente_00198,3,1344.7,12.74,3520.16
2024-04-21,Cámara DSLR,Audio,María Fernández,Sur,Online,Tarjeta de crédito,Cliente_00002,3,1349.35,11.28,3591.43
2024-07-18,Smartwatch S3,Video,Luis Martínez,Oeste,Tienda física,Tarjeta de débito,Cliente_00439,1,695.84,6.75,648.87
2024-11-03,"Monitor 24""",Wearables,Sofía Díaz,Norte,Marketplace,Tarjeta de crédito,Cliente_00814,2,1063.01,3.26,2056.71
2024-12-21,Tablet T8,Accesorios,María Fernández,Sur,Online,Transferencia bancaria,Cliente_00039,2,487.18,10.21,874.88
2024-06-08,Ratón ergonómico,Accesorios,Camila López,Este,Tienda física,Transferencia bancaria,Cliente_00666,8,330.99,10.21,2377.57
2024-12-01,Laptop Pro 15,Electrónica,Sofía Díaz,Sur,Marketplace,Tarjeta de crédito,Cliente_00907,7,523.71,3.8,3526.66
2024-06-28,Auriculares BT,Accesorios,Laura Pérez,Norte,Marketplace,Transferencia bancaria,Cliente_00608,7,1091.77,9.1,6946.93
2024-07-16,Ratón ergonómico,Video,Camila López,Norte,Online,PayPal,Cliente_00502,5,995.03,18.74,4042.81
2024-12-07,Teclado mecánico,Accesorios,Luis Martínez,Este,Tienda física,PayPal,Cliente_00222,7,1081.16,15.38,6404.14
2024-05-19,"Monitor 24""",Audio,Miguel Sánchez,Centro,Marketplace,Tarjeta de débito,Cliente_00403,4,912.16,2.58,3554.51
2024-08-19,Impresora láser,Video,Camila López,Este,Marketplace,Tarjeta de crédito,Cliente_00949,4,220.93,0.39,880.27
2024-01-24,"Monitor 24""",Video,Jorge Herrera,Oeste,Marketplace,Transferencia bancaria,Cliente_00662,6,1299.74,17.55,6429.81
2024-07-24,Auriculares BT,Wearables,Camila López,Norte,Online,PayPal,Cliente_00963,3,505.22,7.94,1395.32
2024-01-17,Smartphone X1,Audio,Luis Martínez,Norte,Online,PayPal,Cliente_00910,7,166.33,13.43,1007.94
2024-12-06,"Monitor 24""",Audio,Luis Martínez,Este,Marketplace,Transferencia bancaria,Cliente_00853,5,425.69,18.31,1738.73
2024-12-01,Impresora láser,Electrónica,Sofía Díaz,Centro,Online,PayPal,Cliente_00490,9,1386.84,11.15,11089.87
2024-09-14,Cámara DSLR,Wearables,Jorge Herrera,Este,Online,PayPal,Cliente_00216,10,911.09,18.41,7433.58
2024-05-31,Ratón ergonómico,Accesorios,Carlos Gómez,Este,Tienda física,Transferencia bancaria,Cliente_00389,7,923.99,18.12,5295.94
2024-05-29,Laptop Pro 15,Electrónica,Miguel Sánchez,Centro,Online,Transferencia bancaria,Cliente_00580,4,1075.58,1.34,4244.67
2024-02-09,Ratón ergonómico,Electrónica,Laura Pérez,Sur,Marketplace,Transferencia bancaria,Cliente_00478,7,786.08,3.47,5311.62
2024-06-30,Auriculares BT,Wearables,María Fernández,Oeste,Marketplace,Transferencia bancaria,Cliente_00281,4,1469.23,2.52,5728.82
2024-09-06,Ratón ergonómico,Electrónica,Andrés Ruiz,Norte,Marketplace,Tarjeta de crédito,Cliente_00355,9,348.86,17.88,2578.35
2024-10-24,Smartwatch S3,Computación,Andrés Ruiz,Oeste,Marketplace,PayPal,Cliente_00700,3,842.56,3.71,2433.9
2024-12-13,Auriculares BT,Electrónica,Sofía Díaz,Centro,Tienda física,Transferencia bancaria,Cliente_00392,10,1175.77,2.27,11490.8
2024-07-10,"Monitor 24""",Computación,Luis Martínez,Oeste,Online,Tarjeta de débito,Cliente_00016,1,538.06,4.68,512.88
2024-11-14,Cámara DSLR,Computación,Camila López,Centro,Tienda física,Tarjeta de débito,Cliente_00236,4,1413.94,4.58,5396.73
2024-07-04,Laptop Pro 15,Video,Sofía Díaz,Este,Marketplace,PayPal,Cliente_00020,6,1145.91,6.17,6451.24
2024-12-11,Laptop Pro 15,Wearables,Laura Pérez,Oeste,Marketplace,Transferencia bancaria,Cliente_00403,4,587.97,13.65,2030.85
2024-09-14,Impresora láser,Accesorios,Jorge Herrera,Centro,Marketplace,Transferencia bancaria,Cliente_00533,7,970.15,15.28,5753.38
2024-04-06,Smartwatch S3,Video,Camila López,Norte,Online,Tarjeta de crédito,Cliente_00225,8,1490.88,12.12,10481.48
2024-10-10,"Monitor 24""",Audio,Luis Martínez,Sur,Tienda física,PayPal,Cliente_00735,8,111.95,17.27,740.93
2024-12-07,Ratón ergonómico,Video,Luis Martínez,Norte,Marketplace,PayPal,Cliente_00543,6,309.51,14.86,1581.1
2024-01-11,Auriculares BT,Wearables,Andrés Ruiz,Este,Online,Tarjeta de crédito,Cliente_00628,3,306.74,12.52,805.01
2024-06-20,Cámara DSLR,Computación,Luis Martínez,Sur,Marketplace,Tarjeta de crédito,Cliente_00400,3,1042.86,12.88,2725.62
2024-09-20,Impresora láser,Computación,Jorge Herrera,Sur,Online,Transferencia bancaria,Cliente_00863,9,1141.48,15.94,8635.75
2024-01-08,Laptop Pro 15,Audio,Laura Pérez,Este,Online,Transferencia bancaria,Cliente_00136,2,340.66,10.76,608.01
2024-06-02,Teclado mecánico,Audio,Andrés Ruiz,Norte,Marketplace,Tarjeta de crédito,Cliente_00781,5,1469.3,1.99,7200.3
2024-01-11,Smartwatch S3,Wearables,Luis Martínez,Norte,Marketplace,Tarjeta de crédito,Cliente_00489,9,1255.3,9.94,10174.71
2024-04-21,Teclado mecánico,Wearables,Laura Pérez,Este,Marketplace,PayPal,Cliente_00098,9,1283.0,8.73,10538.95
2024-11-29,Teclado mecánico,Electrónica,Miguel Sánchez,Centro,Marketplace,Transferencia bancaria,Cliente_00397,1,1326.2,14.88,1128.86
2024-02-09,Cámara DSLR,Accesorios,Andrés Ruiz,Oeste,Tienda física,PayPal,Cliente_00946,9,1484.17,11.69,11796.03
2024-04-27,Laptop Pro 15,Electrónica,Ana Rodríguez,Norte,Marketplace,Transferencia bancaria,Cliente_00309,4,1047.48,19.88,3356.96
2024-04-06,Teclado mecánico,Wearables,Camila López,Este,Marketplace,Tarjeta de débito,Cliente_00498,7,969.92,2.41,6625.81
2024-04-08,"Monitor 24""",Video,Camila López,Este,Online,Tarjeta de crédito,Cliente_00514,6,1023.33,7.26,5694.22
2024-11-07,Laptop Pro 15,Audio,Ana Rodríguez,Oeste,Online,PayPal,Cliente_00904,8,330.85,18.82,2148.67
2024-02-06,Smartphone X1,Electrónica,Miguel Sánchez,Oeste,Marketplace,Tarjeta de crédito,Cliente_00576,6,945.99,16.64,4731.46
2024-02-22,Laptop Pro 15,Accesorios,Andrés Ruiz,Sur,Tienda física,PayPal,Cliente_00322,1,468.36,14.74,399.32
2024-01-10,"Monitor 24""",Video,Laura Pérez,Oeste,Online,Tarjeta de débito,Cliente_00739,4,954.44,13.95,3285.18
2024-03-07,Teclado mecánico,Video,Jorge Herrera,Norte,Marketplace,Tarjeta de débito,Cliente_00271,1,852.95,7.69,787.36
2024-05-12,Impresora láser,Computación,Miguel Sánchez,Centro,Online,Transferencia bancaria,Cliente_00446,6,344.37,11.25,1833.77
2024-07-17,Smartphone X1,Audio,Ana Rodríguez,Oeste,Online,PayPal,Cliente_00657,4,477.75,16.95,1587.09
2024-04-11,Tablet T8,Video,Camila López,Este,Marketplace,Transferencia bancaria,Cliente_00003,5,838.12,3.58,4040.58
2024-06-15,Impresora láser,Accesorios,Jorge Herrera,Este,Online,PayPal,Cliente_00327,10,981.48,8.17,9012.93
2024-06-23,Smartwatch S3,Audio,Laura Pérez,Este,Tienda física,Tarjeta de crédito,Cliente_00822,7,676.96,12.03,4168.65
